Age,Total_Children,Total_Spending,Tenure_Days,Total_Store_Visits,Education,Marital_Status,Favorite_Category,Cluster
76,1,519.0,577,19,Graduation,Together,Wines,0
69,1,618.0,346,20,Graduation,Married,Wines,0
56,1,37.0,447,5,Graduation,Married,Wines,2
38,0,651.0,431,20,PhD,Single,MeatProducts,0
42,0,1415.5,517,21,Graduation,Married,Wines,0
55,1,602.0,157,19,Graduation,Divorced,MeatProducts,0
48,1,26.0,578,5,Master,Married,Wines,2
65,0,102.0,254,7,Basic,Widow,FishProducts,2
54,2,97.0,643,10,Graduation,Married,Wines,1
71,1,207.0,531,11,Master,Together,Wines,1
52,1,176.0,832,9,Graduation,Married,MeatProducts,2
70,1,429.5,414,15,Graduation,Single,Wines,1
65,1,433.0,878,17,Graduation,Married,Wines,0
37,0,1358.0,692,30,Graduation,Married,Wines,0
82,0,1430.5,402,22,Master,Widow,Wines,0
56,1,1001.0,658,27,Graduation,Married,Wines,0
33,0,910.0,721,18,2n Cycle,Married,MeatProducts,0
66,1,1518.0,250,23,Graduation,Married,Wines,0
45,1,56.0,605,8,Graduation,Single,Wines,2
54,1,22.0,543,4,Master,Married,Wines,2
51,2,400.0,462,20,Master,Divorced,Wines,1
56,0,26.0,411,4,Basic,Together,FishProducts,2
49,1,350.0,304,13,Graduation,Together,MeatProducts,2
32,0,985.0,717,22,Graduation,Absurd,Wines,0
76,1,874.0,880,26,Master,Together,Wines,0
75,2,40.0,564,5,PhD,Married,Wines,1
50,0,1075.5,432,19,Graduation,Together,MeatProducts,0
69,2,264.0,557,15,Graduation,Single,Wines,1
49,1,1733.5,798,20,Master,Married,Wines,0
50,1,1376.0,737,10,Graduation,Married,Wines,0
49,2,45.0,261,5,Master,Married,Wines,1
76,1,976.0,198,27,PhD,Together,Wines,0
41,1,51.0,810,6,2n Cycle,Married,Wines,2
51,1,1264.0,290,20,PhD,Married,Wines,0
53,0,75.0,646,7,Basic,Married,FishProducts,2
39,1,57.0,768,7,Basic,Married,SweetProducts,2
63,1,140.0,426,8,Master,Married,Wines,1
55,1,497.0,721,19,Graduation,Divorced,MeatProducts,0
76,1,266.0,487,13,Master,Married,Wines,1
64,0,1594.0,810,21,Graduation,Single,Wines,0
70,2,615.0,668,23,Graduation,Widow,MeatProducts,1
44,0,1021.0,715,24,PhD,Together,Wines,0
72,2,22.0,204,6,Graduation,Together,MeatProducts,1
51,1,133.0,694,7,Master,Together,Wines,2
71,1,437.0,500,19,Master,Married,Wines,1
56,1,1013.0,603,26,Master,Together,Wines,0
44,1,57.0,467,7,2n Cycle,Married,FishProducts,2
73,1,1038.0,319,27,PhD,Together,Wines,0
63,0,1545.5,428,22,Master,Single,Wines,0
54,1,28.0,779,4,Graduation,Divorced,MeatProducts,2
49,1,123.0,727,9,Master,Together,MeatProducts,2
49,2,13.0,424,4,2n Cycle,Together,Wines,1
45,1,132.0,828,10,Graduation,Married,Wines,2
69,1,614.0,1003,23,2n Cycle,Married,Wines,0
68,2,66.0,169,7,Graduation,Together,Wines,1
53,0,1631.0,605,24,Graduation,Together,Wines,0
59,1,608.0,666,18,Graduation,Married,Wines,0
39,0,1728.0,616,18,PhD,Married,Wines,0
60,0,1282.0,1002,23,PhD,Together,Wines,0
51,3,8.0,635,4,Graduation,Together,Wines,1
49,1,43.0,593,5,Graduation,Divorced,Wines,2
49,0,1604.0,398,20,Master,Single,Wines,0
76,0,8.0,464,0,PhD,Married,Wines,2
45,1,103.0,844,8,Basic,Married,SweetProducts,2
68,0,1054.0,66,17,Master,Absurd,MeatProducts,0
60,1,395.0,185,15,Graduation,Married,Wines,1
56,2,258.0,664,15,Graduation,Widow,Wines,1
55,1,25.0,31,5,Graduation,Single,MeatProducts,2
71,1,185.0,337,10,Master,Divorced,Wines,1
59,2,180.0,911,11,Master,Divorced,Wines,1
51,1,22.0,310,5,Graduation,Divorced,MeatProducts,2
54,2,44.0,317,7,Graduation,Married,Wines,1
57,2,94.0,703,12,Graduation,Divorced,Wines,1
68,0,81.0,281,7,Graduation,Married,Fruits,2
52,1,798.0,323,27,Graduation,Single,Wines,0
68,0,1334.0,378,19,Graduation,Single,Wines,0
54,1,38.0,256,5,PhD,Together,Wines,2
65,3,61.0,257,11,Master,Together,Wines,1
52,2,300.0,547,16,PhD,Together,Wines,1
63,1,88.0,361,8,PhD,Married,Wines,1
67,2,54.0,356,7,Master,Married,Wines,1
53,0,1379.0,810,16,Graduation,Married,MeatProducts,0
49,1,68.0,312,11,Graduation,Married,FishProducts,2
56,2,258.0,664,15,Graduation,Widow,Wines,1
49,1,31.0,527,5,Master,Together,Wines,2
42,1,66.0,1,8,2n Cycle,Married,Wines,2
61,2,174.0,221,13,2n Cycle,Divorced,Wines,1
50,1,28.0,318,5,Master,Together,Wines,2
70,1,731.0,3,22,PhD,Married,Wines,0
60,1,274.0,315,12,Graduation,Single,Wines,1
61,1,1674.5,756,26,PhD,Married,Wines,0
45,1,312.0,247,13,Graduation,Together,Wines,2
68,1,414.0,697,20,Graduation,Together,Wines,0
76,0,1473.5,640,23,2n Cycle,Widow,Wines,0
33,1,29.0,404,6,Basic,Single,FishProducts,2
51,1,94.0,530,8,PhD,Single,Wines,2
71,1,1228.0,660,20,Graduation,Divorced,Wines,0
35,0,830.0,619,14,Master,Single,MeatProducts,2
41,0,1190.5,348,18,Graduation,Married,Wines,0
44,2,54.0,378,5,Graduation,Single,Wines,2
60,1,568.0,217,18,Graduation,Single,Wines,1
55,0,1196.5,526,27,2n Cycle,Divorced,Wines,0
50,1,715.5,323,23,Graduation,Together,Wines,0
74,1,1091.5,495,17,Graduation,Married,Wines,0
70,1,731.0,64,22,Graduation,Married,Wines,0
50,0,1957.0,400,19,PhD,Married,Wines,0
58,0,1656.5,714,17,Master,Divorced,Wines,0
52,1,424.0,779,19,PhD,YOLO,Wines,0
54,1,474.5,523,15,Graduation,Married,Wines,2
70,1,257.0,408,12,Graduation,Together,Wines,1
51,1,56.0,604,9,Graduation,Married,Wines,2
53,1,542.0,521,21,PhD,Married,Wines,0
61,0,125.0,227,7,Graduation,Married,Fruits,2
47,1,69.0,565,9,Basic,Single,SweetProducts,2
68,1,40.0,263,5,2n Cycle,Married,Wines,1
65,1,955.0,431,28,Graduation,Married,Wines,0
53,1,897.5,187,23,Master,Married,Wines,0
69,0,1373.0,31,24,PhD,Married,Wines,0
68,0,1054.0,66,17,Master,Together,MeatProducts,0
53,1,46.0,265,7,Basic,Married,MeatProducts,2
42,0,1490.5,649,25,Master,Single,Wines,0
54,2,59.0,653,5,Graduation,Divorced,Wines,1
78,0,17.0,1032,4,Graduation,Married,Wines,2
68,0,1430.5,908,25,2n Cycle,Married,Wines,0
68,1,1480.5,1063,22,Graduation,Married,Wines,0
73,2,35.0,624,10,Master,Single,MeatProducts,1
51,0,141.0,229,8,Graduation,Single,Wines,2
52,1,546.0,472,17,Graduation,Together,Wines,0
71,2,474.5,536,19,Graduation,Married,Wines,1
50,2,61.0,163,10,Graduation,Married,Wines,1
35,1,106.0,577,8,Basic,Single,FishProducts,2
56,1,704.0,743,26,Graduation,Single,MeatProducts,0
52,1,424.0,779,19,PhD,YOLO,Wines,0
47,1,806.0,673,23,Graduation,Married,Wines,0
35,0,85.0,658,6,Graduation,Married,Wines,2
57,2,199.0,782,15,Graduation,Single,Wines,1
45,1,1037.5,758,20,Graduation,Married,MeatProducts,0
71,2,54.0,258,10,Graduation,Together,Wines,1
62,1,43.0,877,5,Basic,Together,FishProducts,2
62,2,53.0,509,6,Graduation,Divorced,Wines,1
70,1,521.0,661,22,2n Cycle,Divorced,Wines,0
44,0,1319.0,218,18,Graduation,Together,MeatProducts,0
75,2,45.0,335,7,Master,Divorced,Wines,1
30,0,1360.0,726,19,2n Cycle,Single,Wines,0
49,1,32.0,494,1,Graduation,Married,Wines,2
71,2,16.0,716,4,Graduation,Together,MeatProducts,1
42,1,52.0,625,7,Graduation,Together,MeatProducts,2
77,0,1048.5,216,17,PhD,Widow,MeatProducts,0
47,1,15.0,535,4,Graduation,Together,MeatProducts,2
40,1,415.0,783,17,Master,Together,Wines,2
46,1,470.0,375,18,Graduation,Married,Wines,2
43,0,1438.0,608,21,Master,Single,Wines,0
46,1,53.0,519,11,2n Cycle,Together,MeatProducts,2
62,3,51.0,164,9,Master,Married,Wines,1
55,1,679.0,96,22,PhD,Single,Wines,0
57,2,586.0,801,22,Graduation,Together,Wines,1
46,2,653.0,622,24,Graduation,Married,Wines,0
63,1,468.0,643,19,Graduation,Single,Wines,0
47,0,628.0,728,1,2n Cycle,Together,MeatProducts,2
53,2,50.0,202,7,Graduation,Married,FishProducts,1
41,1,84.0,630,9,Graduation,Single,MeatProducts,2
55,0,1049.0,837,27,Master,Single,Wines,0
39,0,22.0,841,4,Graduation,Single,MeatProducts,2
48,1,62.0,668,11,Graduation,Together,MeatProducts,2
51,1,30.0,698,4,Graduation,Married,MeatProducts,2
58,1,1183.5,541,18,Graduation,Married,Wines,0
79,3,444.0,61,21,PhD,Together,Wines,1
44,0,1241.0,315,19,Graduation,Divorced,Wines,0
69,1,843.0,316,23,Master,Together,Wines,0
71,2,172.0,782,11,PhD,Married,Wines,1
